IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo,,,,,,,,,,,,,,,,,,,,,,,,,
4642-39-LE21;REP. EQ. DE CLIMATIZACION -HOSPITAL DE CARABINEROS;LE;Adjudicada a uno o varios proveedores;06/07/2021 14:33:51;REPARACIÓN DE FUGA DE GAS REFRIGERANTE EN EQUIPO DE CLIMATIZACIÓN TIPO VRV, MARCA TOSHIBA, DEL EDIFICIO SUCRE 2101, UBICADO EN DEPENDENCIAS DEL HOSPITAL DE CARABINEROS. RES. Y BASES 577 DEL 24-06-2021 SOLICITUD 2100746 DEL 2021;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;DIRECCION DE LOGISTICA DE CARABINEROS,,,,,,,,,,,,,,,,,,,,,,
607-21-R121;MATERIALES PARA RIEGO;L1;Adjudicada a uno o varios proveedores;01/04/2021 17:32:53;NECESIDADES DEL CENTRO DE EDUCACIÓN AMBIENTAL BOSQUE SANTIAGO.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Parque Metropolitano de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,
607-21-L121;MATERIALES PARA RIEGO - Readjudicada en Id 607-21-R121;L1;Adjudicada a uno o varios proveedores;01/04/2021 17:32:53;NECESIDADES DEL CENTRO DE EDUCACIÓN AMBIENTAL BOSQUE SANTIAGO.;CLP;PUBLICADO;DISPONIBLE;2.074.254;Parque Metropolitano de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,
1079967-55-LE21;ELECTRONICA Y OTROS PROYECTOS BIENESTAR PERSONAL;LE;Adjudicada a uno o varios proveedores;20/06/2021 17:44:30;ELECTRONICA Y OTROS, PARA BIENESTAR DEL PERSONAL DE LAS UNIDADES Y DESTACAMENTOS DE LA PREFECTURA IQUIQUE Y I ZONA TARAPACA;CLP;PUBLICADO;DISPONIBLE;10.500.000;DIRECCION DE LOGISTICA DE CARABINEROS,,,,,,,,,,,,,,,,,,,,,,,,
608-6-LQ21;KSU ADQUISICIÓN DE INSUMOS OFTALMOLÓGICOS;LQ;Adjudicada a uno o varios proveedores;02/02/2021 19:23:59;EL HOSPITAL DR. GUSTAO FRICKE REQUIERE DE LA ADQUISICIÓN DE INSUMOS OFTALMOLÓGICOS;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Hospital Dr. Gustavo Fricke,,,,,,,,,,,,,,,,,,,,,,,,,
4484-17-L121;INSUMOS DE OXIGENOTERAPIA, RES N 1198;L1;Adjudicada a uno o varios proveedores;17/05/2021 11:42:25;SE REQUIERE DAR CUMPLIMIENTO AL PROGRAMA ESTRATEGIAS DE REFUERZO EN APS, RES.N 1198, DEL SERVICIO DE SALUD DE ATACAMA.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Tierra Amarilla,,,,,,,,,,,,,,,,,,,,,,
4051-47-LE21;adquisicion de articulos para establecimiento muni;LE;Adjudicada a uno o varios proveedores;23/06/2021 10:12:56;La I. Municipalidad de Ollagüe requiere la adquisición de artículos para distintas dependencias municipales, conforme lo indicado en las presentes bases administrativas y técnicas.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE OLLAGUE,,,,,,,,,,,,,,,,,,,,,,,,
1173460-1-LE21;HERRAMIENTAS E INSUMOS DE FERRETERIA CET YUNGAY;LE;Adjudicada a uno o varios proveedores;12/04/2021 15:07:00;ADQUISICIÓN DE “HERRAMIENTAS E INSUMOS DE FERRETERÍA, PARA EL C.E.T. YUNGAY”. ;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,,,,,,
5184-49-LP21;MANTENCIÓN ANUAL DE RED DE GASES CLINICOS Y PROVISIÓN DE ARTÍCULOS COMPLEMENTARIOS;LP;Adjudicada a uno o varios proveedores;27/04/2021 14:43:56;MANTENCIÓN ANUAL DE RED DE GASES CLINICOS Y PROVISIÓN DE ARTÍCULOS COMPLEMENTARIOS PARA EL HOSPITAL DE LINARES;CLP;PUBLICADO;ESTIMADO;60.000.000;SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES,,,,,,,,,,,,,,,,,,,,,,,,,
1079689-20-LE21;ADQ. MATERIALES DE CONSTRUCCIÓN RETÉN RÍO CISNES;LE;Adjudicada a uno o varios proveedores;16/04/2021 12:11:46;ADQ. MATERIALES DE CONSTRUCCIÓN RETÉN RÍO CISNES F, DEPENDIENTE DE LA 2DA. COMISARÍA PTO. AYSÉN.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;DIRECCION DE LOGISTICA DE CARABINEROS,,,,,,,,,,,,,,,,,,,,,,,,
2409-38-LE21;NORMALIZACIÓN DE INSTALACIONES DE GAS Y OBTENCIÓN DE SELLO VERDE, LICEO BICENTENARIO, LOS ÁNGELES;LE;Adjudicada a uno o varios proveedores;26/03/2021 11:44:52;SE REQUIERE CONTRATAR NORMALIZACION INSTALACIÓN DE GAS EN LICEO BICENTENARIO A-59, SEGÚN LAS ESPECIFICACIONES TÉCNICAS EN COMPLEMENTO CON LA PLANIMETRIA ADJUNTA.;CLP;PUBLICADO;ESTIMADO;10.000.000;I MUNICIPALIDAD DE LOS ANGELES,,,,,,,,,,,,,,,,,,,,,,
847-12-LE21;Reparaciones para Certificación de Gas;LE;Adjudicada a uno o varios proveedores;10/05/2021 13:14:18;Las presentes Bases Administrativas Generales tienen por objeto llamar a Propuesta Pública para la contratación y ejecución del “SERVICIO DE REPARACIONES A LAS INSTALACIONES DE GAS PARA SU CERTIFICACION” de los Jardines Infantiles de la Junta Nacional de Jardines Infantiles junto con los servicios descritos en las especificaciones técnicas.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;JUNTA NACIONAL DE JARDINES         INFANTILES,,,,,,,,,,,,,,,,,,,,,,,,,
1078779-11-L121;Adq. Eq. Viviendas Funcionarios PSR Bahía Murta;L1;Adjudicada a uno o varios proveedores;26/04/2021 12:49:21;El Servicio de Salud Aysén requiere comprar equipamiento para l,as viviendas de los funcionarios de la Pasta de Salud Rural Bahía Murta, XI Región, según Bases de Licitación aprobadas por Res. N°1608, del SSA.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;SERVICIO DE SALUD AYSEN CARLOS IBANEZ DEL CAMPO,,,,,,,,,,,,,,,,,,,,,
1532-30-R121;Servicio de Oxigeno medicinal;LE;Adjudicada a uno o varios proveedores;11/05/2021 13:07:00;Servicio de Oxigeno medicinal;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS,,,,,,,,,,,,,,,,,,,,,,,,,
1079576-38-LE21;ADQUISICIÓN DE RECARGA DE PRODUCTOS QUÍMICOS, MATERIALES Y ÚTILES QUIRÚRGICOS, Y OTROS PARA EL LABORATORIO DE QUÍMICA DE LA SECCIÓN CRIMINALÍSTICA CONCEPCIÓN;LE;Adjudicada a uno o varios proveedores;18/06/2021 17:53:13;Carabineros de Chile ha elaborado las presentes Bases Administrativas, las que contienen todos los requerimientos para materializar la “ADQUISICIÓN DE RECARGA DE PRODUCTOS QUÍMICOS, MATERIALES Y ÚTILES QUIRÚRGICOS, Y OTROS PARA EL LABORATORIO DE QUÍMICA DE LA SECCIÓN CRIMINALÍSTICA CONCEPCIÓN”, ubicada en Avenida Jorge Alessandri N° 1170, Predio Policial Lomas Verdes comuna de Concepción. ;CLP;PUBLICADO;ESTIMADO;6.062.637;DIRECCION DE LOGISTICA DE CARABINEROS,,,,,,,,,,,,,,,,,,
2026-53-LP21;Equipos Consulta Médica – Dental y Anestesia HBQP;LP;Adjudicada a uno o varios proveedores;19/04/2021 08:23:00;Equipos Consulta Médica – Dental y Anestesia HBQP;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO SALUD VINA DEL MAR QUILLOTA,,,,,,,,,,,,,,,,,,,,,,,,,
449-19-LE21;Reparación de Filtración de de Agua Potable;LE;Adjudicada a uno o varios proveedores;12/07/2021 18:22:29;Se requiere reparar una filtración de agua potable en el Block N° 5 del condominio Parque Las Perdices 2 ubicado en Av. Las Perdices 0866, La Reina, para lo cual la Municipalidad se acoge al Art. 41 de la Ley 19.537 de Copropiedad Inmobiliaria además del Certificado Especial N° 10592011 en donde el Director de Obras Municipales establece que el proyecto en mención tiene el carácter de vivienda social, en virtud del Art. 6.1.2 y Art. 6.1.4 de la O.G.U.C.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE LA REINA,,,,,,,,,,,,,,,,,,,,,,
2200-40-LR21;REPOSICIÓN CENTRO SALUD FAMILIAR DE SAN ESTEBAN;LR;Adjudicada a uno o varios proveedores;23/06/2021 13:11:22;Reposición Centro de Salud Familiar San Esteban, comprendiendo toda obra civil, instalación eléctrica e iluminación, instalación de gas licuado, instalación sanitaria de aguas potable, alcantarillado, canalización de aguas lluvia, sumado a las obras exteriores contempladas hasta dejar habilitado el proyecto en toda su extensión. En el marco del Convenio de Programación GORE MINSAL 2019-2024;CLP;PUBLICADO;ESTIMADO;3.771.103.649;SERVICIO DE SALUD ACONCAGUA,,,,,,,,,,,,,,,,,,
1026-8-LQ21;Adquisición de material granular Dirección de Vial;LQ;Adjudicada a uno o varios proveedores;26/05/2021 11:27:00;Que, la Dirección de Vialidad, dentro de su plan de trabajo de mantención de caminos que afectan positivamente al ámbito social y productivo de la Región de Atacama, requiere adquirir material granular para la conservación camino rol 267    Cruce C -271 – Cruce C 281 en la provincia de Chañaral.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,,,,,,,,,,,,,,,,,,,,,,
2401-80-L121;HERRAMIENTAS ELECTRICAS;L1;Adjudicada a uno o varios proveedores;22/06/2021 13:33:50;E-15804. DIRECCION DE GESTION AMBIENTAL SOLICITUD No. 441 REPOSICIÓN DE HERRAMIENTAS ELECTRICAS DE USO COMÚN.;CLP;PUBLICADO;DISPONIBLE;3.926.204;I MUNICIPALIDAD DE RANCAGUA,,,,,,,,,,,,,,,,,,,,,,,,,
1787-9-L121;Obras Menores Administración Aduana de Osorno y Paso Fronterizo Cardenal Antonio Samoré;L1;Adjudicada a uno o varios proveedores;25/05/2021 16:33:00;Obras Menores Administración Aduana de Osorno y Paso Fronterizo Cardenal Antonio Samoré;CLP;PUBLICADO;DISPONIBLE;5.000.000;SERVICIO NACIONAL DE ADUANAS,,,,,,,,,,,,,,,,,,,,,,,,,
2126-24-LQ21;SERVICIOS DE RESONANCIA MAGNETICA PEDIATRICO ;LQ;Adjudicada a uno o varios proveedores;12/07/2021 14:47:27;CONVENIO DE COMPRA DE SERVICIOS DE EXAMANES DE RESONANCIA MAGNETICAS PARA PACIENTES DEL HOSPITAL SAN PABLO DE COQUIMBO, POR 24 MESES ;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO,,,,,,,,,,,,,,,,,,,,,,,,
5520-35-LR21;Servicio de instalación de faena;LR;Adjudicada a uno o varios proveedores;24/03/2021 16:30:00;Por el presente instrumento, IDIEM licita la contratación del servicio de gestión para instalación de faena en recintos mineros y otros, por un periodo de 18 meses o hasta la total utilización de los recursos asignados para la contratación, lo primero que ocurra, según las características que se han definido en las presentes Bases Administrativas, Bases Técnicas y Anexos. Las bases técnicas contendrán el detalle y características del servicio requerido.;CLP;PUBLICADO;DISPONIBLE;480.000.000;UNIVERSIDAD DE CHILE,,,,,,,,,,,,,,,,,,,,
1075337-30-LP21;Suministro de Petróleo para Caldera y Equipos;LP;Adjudicada a uno o varios proveedores;09/06/2021 14:44:00;El objetivo de la presente licitación es la contratación del suministro de petróleo para calderas y equipos para el Hospital Dr. Mauricio Heyermann Torres de Angol.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL,,,,,,,,,,,,,,,,,,,,,,,,,
4464-22-LE21;ADQUISICIÓN  DE ALARMA DE APNEAS, UPS, DISCOS DUROS, SOLDADORA, ACCESORIOS  AIRE /O2;LE;Adjudicada a uno o varios proveedores;16/06/2021 16:50:00;el hopsital de  curico necsita licitar la ADQUISICIÓN  DE ALARMA DE APNEAS, UPS, DISCOS DUROS, SOLDADORA, ACCESORIOS  AIRE /O2, para resolver múltiples  problemas técnicos y cotidianos que debe resolver el departamento de Equipos Médicos del Hospital de Curico. ;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO,,,,,,,,,,,,,,,,
1057536-28-LP21;Suministro de Gases Clínicos para Red SSDR;LP;Adjudicada a uno o varios proveedores;04/05/2021 17:00:41;La necesidad del Servicio de Salud del Reloncaví de contar con un Suministro de Gases Clínicos para Establecimientos de Baja Complejidad y CESFAM de la Red SSDR;CLP;PUBLICADO;DISPONIBLE;81.114.000;SERVICIO SALUD DEL RELONCAVI,,,,,,,,,,,,,,,,,,,,,,,,,
2708-95-L121;MATERIALES Y HERRAMIENTAS PARA MANTENIMIENTO DE ALUMBRADO PUBLICO;L1;Adjudicada a uno o varios proveedores;28/07/2021 17:18:19;MATERIALES Y HERRAMIENTAS PARA MANTENIMIENTO DE ALUMBRADO PUBLICO PARA MANTENCION DE ESTADIO DIAGUITA Y CUADRILLA DE ELECTRIFICACION, VALOR CON FLETE INCLUIDO, O.INTERNA N°2748 SECPLAN, D..EXENTO PUBLICACION N° 5.287     20/07/2021;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;MUNICIPALIDAD DE OVALLE,,,,,,,,,,,,,,,,,,,,,,
1532-30-LE21;Servicio de Oxigeno medicinal - Readjudicada en Id 1532-30-R121;LE;Adjudicada a uno o varios proveedores;11/05/2021 13:07:00;Servicio de Oxigeno medicinal;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS,,,,,,,,,,,,,,,,,,,,,,,,,
2200-41-LR21;REPOSICIÓN CENTRO DE SALUD FAMILIAR RINCONADA;LR;Adjudicada a uno o varios proveedores;24/06/2021 17:03:56;Reposición Centro de Salud Familiar Rinconada, comprendiendo toda obra civil, instalación eléctrica e iluminación, instalación de gas licuado, instalación sanitaria de aguas potable, alcantarillado, canalización de aguas lluvia, sumado a las obras exteriores contempladas hasta dejar habilitado el proyecto en toda su extensión. En el marco del Convenio de Programación GORE MINSAL 2019-2024;CLP;PUBLICADO;ESTIMADO;3.148.415.827;SERVICIO DE SALUD ACONCAGUA,,,,,,,,,,,,,,,,,,
1028-36-L121;Herramientas para trabajos de Conservación;L1;Adjudicada a uno o varios proveedores;19/05/2021 09:56:48;Herramientas para trabajos de Conservación en la red vial por Administración Directa, para entrega en Campamento El Pangal.;CLP;PUBLICADO;ESTIMADO;2.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,,,,,,,,,,,,,,,,,,,,,,,,
1380-75-LE21;Propuesta Pública Nº 122-21 denominada “CONTRATACIÓN DE SERVICIOS DE SUMINISTRO DE GASES MEDICINALES PARA EL HOSPITAL DR. HERNÁN HENRÍQUEZ ARAVENA”;LE;Adjudicada a uno o varios proveedores;22/04/2021 10:04:19;Se requiere la “CONTRATACIÓN DE SERVICIOS DE SUMINISTRO DE GASES MEDICINALES PARA EL HOSPITAL DR. HERNÁN HENRÍQUEZ ARAVENA”, en adelante  “el servicio”, con una vigencia de 6 meses, acorde a las condiciones definidas en estas bases. La contratación del servicio se realizará en concordancia con la legislación vigente y las Bases Administrativas, Especificaciones Técnicas y Anexos que constituyen el referido llamado a Licitación, con equipamiento y personal necesario para realizar los trabajos.;CLP;PUBLICADO;ESTIMADO;49.000.000;HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA,,,,,,,,,,,,,,,,,,,,
4011-30-LE21;Compra Materiales de Construcción;LE;Adjudicada a uno o varios proveedores;07/06/2021 16:07:20;Se requiere la compra de Materiales de Construcción para el programa Habitabilidad;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Ilustre Municipalidad de Puchuncavi,,,,,,,,,,,,,,,,,,,,,,,,,
1173466-3-LP21;516 MP FIERROS-INSUMOS LITERAS GENCHI CET PUTAENDO;LP;Adjudicada a uno o varios proveedores;27/05/2021 16:03:52;Que, el Centro de Educación y Trabajo de Putaendo, de Gendarmería de Chile, Región de Valparaíso, requiere contratar el “SUMINISTRO DE FIERROS E INSUMOS CONFECCION LITERAS INSTITUCIONALES PARA  EL TALLER DE ESTRUCTURAS METALICAS DEL C.E.T. DE PUTAENDO, GENDARMERIA DE CHILE REGIÓN DE VALPARAISO, AÑO 2021”.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,
621-110-LR21;SERV OXIG.TERAP. DOMIC. OXIMETRIA 1000015019;LR;Adjudicada a uno o varios proveedores;09/02/2021 11:30:45;BASES TIPO PARA LA CONTRATACIÓN DE OXÍGENO, INSUMOS Y SERVICIOS ACCESORIOS PARA EL PROGRAMA DE OXIGENOTERAPIA AMBULATORIA VINCULADOS A PATOLOGIAS RESPIRATORIAS GES y NO GES ENTREGADOS EN EL DOMICILIO DE PACIENTES ADULTOS Y NIÑOS.;CLP;PUBLICADO;ESTIMADO;33.038.510.022;CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD,,,,,,,,,,,,,,,,,,,,,,,,
1110404-50-R121;MATERIALES DE FERRETERIA;L1;Adjudicada a uno o varios proveedores;03/05/2021 14:33:07;Se solicita la adquisición de materiales de ferretería para los distintos establecimientos educacionales;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,,,,,,,,,,,,,,,,,,,,,,,,,
3349-48-L121; materiales de ferretería para reparación de infraestructura;L1;Adjudicada a uno o varios proveedores;11/08/2021 16:52:16;Llamado a licitación para la adquisición de materiales de ferretería para reparación de infraestructura e inmueblesy aprueba bases administrativas y anexos.;CLP;PUBLICADO;DISPONIBLE;3.500.000;COMANDO DE APOYO A LA FUERZA,,,,,,,,,,,,,,,,,,,,,,,,,
1036-1-LQ21;CONVENIO DE SUMINISTRO DE SERVICIOS NO HABITUALES;LQ;Adjudicada a uno o varios proveedores;12/04/2021 13:27:17;La presente licitación, tiene por objeto establecer convenios que fijen precios para “Convenio de Suministro de Servicios no habituales de Mejoramiento de Infraestructuras Para la Corporación Nacional Forestal Región del Biobío periodo 2021-2023”, de los distintos inmuebles con que cuenta la Corporación.;CLP;PUBLICADO;ESTIMADO;250.000.000;CORP NACIONAL FORESTAL,,,,,,,,,,,,,,,,,,,,,,,
1110404-50-L121;MATERIALES DE FERRETERIA - Readjudicada en Id 1110404-50-R121;L1;Adjudicada a uno o varios proveedores;03/05/2021 14:33:07;Se solicita la adquisición de materiales de ferretería para los distintos establecimientos educacionales;CLP;PUBLICADO;DISPONIBLE;4.500.000;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,,,,,,,,,,,,,,,,,,,,,,,,,
3654-14-LE21;SERVICIO DE ARRIENDO,LLENADO Y FLETE DE CILINDROS DE GASES;LE;Adjudicada a uno o varios proveedores;06/04/2021 08:44:08;SERVICIO DE ARRIENDO,LLENADO Y FLETE DE CILINDROS DE GASES, PARA LABORATORIOS DEL IDIC.;CLP;PUBLICADO;DISPONIBLE;5.635.347;COMANDO DE APOYO A LA FUERZA,,,,,,,,,,,,,,,,,,,,,,
3706-36-LP21;Continuidad APRI Paso Las Huertas;LP;Adjudicada a uno o varios proveedores;24/04/2021 20:31:13;El proyecto consiste en la Continuidad de la Construcción de 30 sistemas hidráulicos individuales  (APRI) para la provisión de agua potable en las inmediaciones de las casas habitaciones de los beneficiarios, emplazándose estos en el mejor lugar para asegurar el caudal mínimo requerido;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE SAN IGNACIO,,,,,,,,,,,,,,,,,,,,,,,,
999-58-LE21;SUMINISTRO DE REPUESTOS PARA CAMIONES HINO Y VOLKS;LE;Adjudicada a uno o varios proveedores;03/08/2021 15:56:46;La Oficina Provincial de Vialidad Concepción requiere mantener una flota de camiones Hino y Volkswagen en perfectas condiciones de uso, para lo cual se hace necesario la compra de filtros y repuestos señalados para el normal funcionamiento de esta flota de la Oficina Provincial.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,,,,,,,,,,,,,,,,,,,,,,,,
1079689-44-L121;ADQUISICIÓN DE INMOBILIARIO E IMPLEMENTOS PARA RETEN LAGO CASTOR (F), DEPENDIENTE DE LA 1RA COMISARIA COYHAIQUE.;L1;Adjudicada a uno o varios proveedores;03/08/2021 16:46:27;ADQUISICIÓN DE INMOBILIARIO E IMPLEMENTOS PARA MEJORAR EL BIENESTAR DEL PERSONAL RETEN LAGO CASTOR (F), DEPENDIENTE DE LA 1RA COMISARIA COYHAIQUE.;CLP;PUBLICADO;DISPONIBLE;2.825.090;DIRECCION DE LOGISTICA DE CARABINEROS,,,,,,,,,,,,,,,,,,,,,,,
2974-30-L121;ADQ. REPUESTOS PARA EL D.A.G. (068-2021);L1;Adjudicada a uno o varios proveedores;08/06/2021 15:44:01;ADQ. REPUESTOS PARA EL D.A.G. (068-2021);CLP;PUBLICADO;DISPONIBLE;1.804.040;FUERZA AEREA DE CHILE COMANDO LOGISTICO,,,,,,,,,,,,,,,,,,,,,,,,,
1638-46-L121;Adquisición Insumos de Oficina para Tesorería Municipal, sm001167;L1;Adjudicada a uno o varios proveedores;12/05/2021 12:40:54;Adquisición Insumos de Oficina para Tesorería Municipal, sm001167;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO,,,,,,,,,,,,,,,,,,,,,,,
1057370-17-L121;MATERIALES DE FERRETERIA;L1;Adjudicada a uno o varios proveedores;08/04/2021 10:49:00;El Hospital Psiquiátrico Dr. Phillippe Pinel  realiza llamado a licitación publica para la provisión de materiales de ferretería destinados al departamento de Ingeniería y Mantenimiento Industrial  para la instalación de calenfont para abastecer de agua caliente a duchas de los usuarios. según solicitud de adquisiciones N° 20210280 y 20210279.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;HOSPITAL PSIQUIATRICO DR. PHILIPPE PINEL PUTAENDO,,,,,,,,,,,,,,,,,,,,,,,,,
1057492-15-LP21;SUMINISTRO DE DISPOSITIVOS MEDICOS ;LP;Adjudicada a uno o varios proveedores;23/02/2021 16:35:40;SUMINISTRO DE DISPOSITIVOS MEDICOS, POR 24 MESES;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE,,,,,,,,,,,,,,,,,,,,,,,,
3536-10-L121;Mantenimiento y Reparación de los Equipos de Rancho de Tropa de la Escuela de Ingenieros ;L1;Adjudicada a uno o varios proveedores;10/05/2021 14:48:18;Mantenimiento y Reparación de los Equipos de Rancho de Tropa de la Escuela de Ingenieros .;CLP;PUBLICADO;DISPONIBLE;2.500.000;COMANDO DE APOYO A LA FUERZA,,,,,,,,,,,,,,,,,,,,,,,,,
1051765-10-L121;MAT. FERRETEROS PARA EL CENTRO DE CUMPLIMIENTO PENITENCIARIO  DE CHILLAN ;L1;Adjudicada a uno o varios proveedores;26/05/2021 15:42:49;EL CCP DE CHILLAN SOLICITA LA ADQUISICION DE MAT. DE FERRETREIA PARA PROYECTO DE MEJORAMIENTOS DE PASARELA ENTRE PUESTO DE VIGILANCIA 2 Y 3 DEL CCP DE CHILLAN.;CLP;PUBLICADO;DISPONIBLE;2.368.000;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,,,,,,,
4355-25-CO21;EQUIPAMIENTO HABITABILIDAD 2019.;CO;Adjudicada a uno o varios proveedores;22/06/2021 17:43:45;La necesidad de adquirir CAMAS Y EQUIPAMIENTO COMPLETO,  con el fin de llevar a cabo PROYECTO “HABITABILIDAD 2019”.;CLP;PUBLICADO;DISPONIBLE;6.106.000;Ilustre Municipalidad de Freirina,,,,,,,,,,,,,,,,,,,,,,,,
